"post_id","parent_id","comment_id","text","category"
"13918","","24693.0","two more comments i this was in the notes i linked but i think missing at random mar is a key idea maybe for you values are just randomly missing but usually theyre noteg survey data in india more likely missing for more distant rural households in my friends project ii above all id check any final estimate with imputation against the estimate you get when dropping the obs with missing valuesthough even that is biased if mar is not true as the notes discuss so unfortunately no easy way out w o mar","comment"
"369774","","694876.0","its 145am here im going to bed as whuber indicated i probably have not given enough information to answer this satisfactorily i will close the question tomorrow if you wish","comment"
"14781","","26420.0","thanks i sure did check i only found one directly relevant question http statsstackexchangecom questions 14691 kendallswformultipleobjectsandmultiplesurveys but it has received no answers","comment"
"53393","","105455.0","ttnphns my claim is one cannot compute w because one cannot estimate hatsigma and you disagree so i dont understand your disagreement im not sure about my claim may be theres another formula for w which do not require the computation of hatsigma but since h_0 is about sigma i would not be surprised that one needs hatsigma to compare h_0 with h_1","comment"
"181610","","345465.0","thanks but i really wasnt asking for a reading list i was asking for a claim to be substantiated you have the data now and context in the question and further comments the bounds of 0 1 would have to be respected by any serious model","comment"
"47627","","92543.0","many thanks for getting back to me help much appreciated and makes sense thanks for speaking plain english back","comment"
"91866","91853.0","","caution i am not a sas usermy understanding is that ols is equal to mle when the assumed distribution is normalyou are falsely opposing ols and mle ols estimates are mle parameter estimates ols models are appropriate for the class of models where you are modeling mathbb e y x sim mathcal n beta_0+beta_1x epsilon2 but there are many alternative cases these alternative cases are what genmod was designed forwhen there are not weights specified ols parameters are maximum likelihood estimatesis there something about the use of the log link function that no longer makes olsmle ive only ever read that equivalence is simply based on the assumption of a normal distributionyes that is the manifest purpose of genmod with nonidentity links to specify nonols models function genmod constructs generalized linear models glms this is a class of models where the expectation of the response may be of an alternative distribution than would be assumed under an ols model you can still use the glm command to build an ols model simply specify the identity link as you have already doneselecting a log link in the glm is telling sas that you want to build a specific kind of model one in which mathbb e y x simexp beta_0+beta_1x for a poisson regression model the log link is the canonical link and transforms your linear predictors to be on the appropriate scale of the assumed responsethere are of course other link functions the most commonly used in my experience is binary regression in which the response variable is a yes or no or a 1 or 0 or any dichotomous outcome in this case the link function is text logit and you are performing inference on the factors which cause our outcome to appear as 1 or 0parameters of glms are estimated using mle procedures so the coefficients will have the desirable qualities of mles provided that the usual assumptions are met","post"
"302342","","574960.0","i think this link http wwwjohnuebersaxcom stat likerthtm provides some clarification about the meaning of likert scale likert item and likerttype item you can see that one criterion is verbal labels are bivalent and symmetrical about a neutral middle could you share the cv posts you mentioned suggesting dropping neutral middle category without a specific reason it does not make sense to drop middle category","comment"
"112153","","214990.0","look at the documentation for the weights argument of lme which allows a call to a varfunc object and in particular varident which allows a different variance for each level of a factor by the way your lme call shows the random argument but you also need a fixed argument","comment"
"171501","","324090.0","student001 oh 2 should have an exponent thanks","comment"
"188087","","357039.0","hint how many possible collections of center points can there be","comment"
"47385","","","out of one pool ive randomly selected a small group group a and put everyone else in group b then im observing whether or not they take a desired actionif im looking to test at a 95 confidence whats the best methodology and stats test to use i read that with a large enough sample its ok to use a standard ttest but can someone tell me if thats accurateassuming it is ive applied it and come up with the result that group a has a much higher rate of the desired action than group b and applying the error bars its still showing that group a group b albeit a smaller rate this is highly unlikely at worst the expectation was group as actions would be more or less the same to group bany comments on what would cause such an unlikely result even with a high confidence level","post"
"152000","","290030.0","a bayesian network can be represented as a graph","comment"
"378115","","712930.0","currently it is not yet available to include weights","comment"
"251655","","","i have a group of images all contain some common object lets assume all at the same size and no other alterations i want to train a cnn that will learn the filter for the common object and gives me back a boolean flag of whether it exists in a given image or not for simplicity i assume the object is smaller than 5x5 pixels i thought of something likea conv layer with 1 filter of 5x5a maxpooling layer with pool_size input size meaning returns a single value the maximal activation of the filter output max activation or a variation of it some questionswould you output the raw max activation and use a threshold to decide sigmoid of it or force the network to output object and no_object classes and do softmaxquite related what loss function is it a problem to have a large maxpooling layer one that reduces all activation to a single one what happens to the gradient on backpropit seems like it would just go randomly to one of the activations and im not sure that it can learn the object that wayim wondering how to look at this problem as its not really a 2class classification problem even if i can come up with images that doesnt contain the object there is nothing to learn from this class except of the fact that it doesnt contain something which is a valuable information here i must agree ive tried playing with it on simulated small blackwhite images and a cross object that i randomly added couldnt get the filter to learn the cross pattern although on some tries it got the horizontal lineany idea would help thanks","post"
"412464","","770199.0","im trying to find it perhaps i am misremembering as i have found a couple of similar statements about proof of convergence for q learning which has been done about offpolicy mc control and about td vs mc","comment"
"88476","","","looking for a proof that overfitting a model leads to greater variance estimates under ols","title"
"29355","","55762.0","so dikran do you see we are talking about a different bias i am talking about bias in an error rate which is a probability between 0 and 1 you are talking about model selection criterion which is more like what i call testing that a parameter is 0 please explain how regularization works","comment"
"45575","","88421.0","in some circumstances yes but in others no","comment"
"16094","","28907.0","did you delete the so version its best to have just one copy of a question floating around the se site at a time","comment"
"221631","","419220.0","vivekkalyanarangan i do not think that it changes anything if you have tickets vs emails the main point is the same in both cases","comment"
"112591","","216029.0","glen_b see those imai papers discussion of sequential ignorability for more caveats than you can shake a stick at its amazing anyone signs up for that assumption once its spelled out","comment"
"51132","","100054.0","i expect the massive uptrend to continue the thing is i want fit a time series using only data that doesnt trend up and then predict data during that interval","comment"
"390","","75944.0","there are a bunch of comments on the black swan and taleb more generally here http statsstackexchangecom questions 35956 talebandtheblackswan","comment"
"272176","","523480.0","vyas my last comment was not supposed to be harsh i trust that from your side there is no illintent and that you are truly appreciative of answers that resolve your many conundrums however you are unfamiliar with how those open source platform work nevertheless i see that you have not yet acted on my not so subtle nudging i encourage you to do so you just will get more and better answers to your questions if you show signs of life on the appreciative side","comment"
"431693","","805410.0","very important the 52 company are across the years always the same this means that it will be a matched correlated test an extension of mcnemar but not bowker test because bowker applies to a situation where only 2 years are compared but we compare 4 years","comment"
"177045","","","i want to predict gm volume in a group of patients based on their degree of cognitive impairment corrected for age and sex to have a more disease specific measure of cognition i use cognitive performancescores in a large group n500 of healthy controls hc as a reference me and my supervisor discussed two methods for doing this the wscore vs the zscore method 1 wscore method a calculate the effect of age and sex on cognitive score in the hc group cognition a + b age + c sex b predict cognitive score in the patient group based on the regression coefficients we found in the hc groupc for each patient subtract this predicted score from his actual score and divide by the sd of the hcs residuals wscore cognitionobs cognitionpred sdres d perform a regression in which wscore predicts gm volume gm volume a + b wscore 2 zscore methoda calculate the mean and sd of cognitive score in the hc group b for each patient subtract the hcs mean from his actual cognitive score and divide by the hcs sd zscore cognitionobs cognitionmean sd c perform a regression in which zscore predicts gm volume using age and sex as covariates gm volume a + b zscore + c age + d sex my supervisor wants to use the wscore method because it is similar to the use of norm tables which are based on a hc group and have corrections for age sex i actually prefer the zscore method because the effect of age sex on cognition in my patient group is different from the age sex effect in the hc group if the logic behind correcting for age and sex is that they are a covariate confounder in my regression ie they directly relate to gm volume and might not be evenly distributed over cognitive scores wouldnt it make more sense to use the zscore method in that way you correct for the actual effect of age sex that exists in the patient group instead of a different effect that only exists in the hc group im very curious about your opinions thank you in advanceanita","post"
"232359","","","should i use hypothesis testing","title"
"167368","","317602.0","hi frank thanks for your reply however the functions i ran are lsmeans m1 pairwisenameorigin adjusttukey and summary glht m1 lsm pairwise nameorigin i am wondering what the differences are between the two and which is better if there exists such a thing m1 is the probit model i ran the first is tukey but i was wondering if there was a formal name for the second and which i should use","comment"
"207759","","397143.0","im struggling with the interpretation of pvalue and confidence interval they are both in agreement but yet cant be used to make one statement about population proportion so what can be said about the population proportion","comment"
"19033","19006.0","","peter is correct in it depends on what software you are using to check this in the survival package with r there is the coxph functionmost assessments of the assumption will involve looking at the schoenfeld residuals if plotted against time there should be no noticeable patternsee coxproportional hazards starting at page 12also if modeling categorical variables you could create kaplanmeier curves for each variables and see if they are roughly proportional to each other","post"
"389355","","734130.0","it would appear that you answered the question before figuring out what was really being asked the meaning only became clear after a series of clarifying comments exchanged over many hours the original question was equivalent to asking should i measure the size of an elephant from its trunk its leg or its tail length and the answer was no you should choose a model that best fits the whole elephant i have not wasted points downvoting your answer","comment"
"134014","","255004.0","i think you may find some answers here not sure if it is enough for this to count as a duplicate http statsstackexchangecom questions 32310 topicmodelsandwordcooccurrencemethods 32350#32350","comment"
"14301","","28114.0","hes only claimed that he can make that number come up more often than it would otherwise if he was thinking of 5 and the result was 2 opossite face should that be considered a worse failure than getting an adjacent number","comment"
"196835","","373226.0","in order to decide which question combinations to add to your model you have to analyze your data deeply to understand crosscorrelation and covariation of different questions and then iteratively try various models in order to find the best one it is a model selection which might be quite tricky","comment"
"179450","","","i run a weightedleast squares regression to account for the heteroscedasticity in my data when i examine the pearson correlations between all predictor variables i cant detect high collinearity however when i apply wls with the inverse of the variance as my weights and then screen the variance inflation factors of the regression i find vifs far above 10 my question is does wls always suffer from multicollinearity in my case as the weighting with the inverse of the variance necessarily leads to higher dependencies of the predictors","post"
"393724","","","using r i would like to fit a coxian phasetype distribution to a vector of waiting times t_i where the mus and lambdas are unknown ie i want to find the most optimal values of the mus and lambdas for reference i want to minimizebegin equation lsum_ i1 n log textbf p exp textbf q t_i textbf q end equation where begin equation textbf p 1 0 0 dots 0 0 end equation begin equation textbf q mu_1 mu_2 dots mu_n t end equation andbegin equation mathbf q begin bmatrix lambda_1 + mu_1 lambda_1 0 dots 0 0 0 lambda_2 + mu_2 lambda_2 dots 0 0 vdots vdots vdots ddots vdots vdots 0 0 0 dots lambda_ n1 + mu_ n1 lambda_ n1 0 0 0 dots 0 mu_n end bmatrix end equation ive attempted using several optimization functions optim seems to be the most appropriate but i keep running into errors so i tried breaking it down into smaller problems for instance when i know the exact values of mu_1 mu_2 and lambda_1 of a twophase coxian distribution i can easily obtain the value of l i used the following code to do thislibrary neldermead library expm t edtotaltimex1 01 # x_1 is mu_1x2 01 # x_2 is mu_2x3 01 # x_3 is lambda_1p matrix c 1 0 nrow1 ncol2 byrowtrue q matrix c x1 x2 nrow2 ncol1 byrowtrue likely vector for i in 1nrow ed likely i pexpm matrix c x3+x1 t i x3t i 0 x2t i nrow2 ncol2 byrowtrue q loglikely vector for i in 1nrow ed loglikely i log likely i l sum loglikely so that was fine however the errors occur when i try to run this code with unknown values of x as shown belowp2 matrix c 1 0 nrow1 ncol2 byrowtrue q2 function x matrix c x 1 x 2 nrow2 ncol1 byrowtrue likely2 vector for i in 1nrow ed likely2 i function x p2expm matrix c x 3 +x 1 t i x 3 t i 0 x 2 t i nrow2 ncol2 byrowtrue q2 the error message i get iserror in likely2 i function x incompatible types from closure to logical in subassignment type fixhad i not received an error message i would have continued with the following codeloglikely2 vector for i in 1nrow ed loglikely2 i log likely2 i x0 c 01 01 01 l function x sum loglikely2 optim x0 l methodneldermead if anyone has any suggestions that would be greatly appreciated also i dont think the neldermead method within optim can take lower and upper bounds of the parameters this is problematic because obviously the mus and lambdas have to be between 0 and 1","post"
"245104","","466272.0","do you want to predict the latest height","comment"
"109585","109566.0","","some choices include weibull gamma including exponential and lognormal distributions possibly with a shiftparameter if theres a nonzero minimum possible time however from your diagram it looks like theres also potentially a discreteness issue if the presentation drawing is reasonably accurate a shiftparameter will probably be requiredif theres a tendency for the times to be highly skew loglogistic inverse gaussian or pareto might be considered it doesnt look to be the case here though","post"
"38101","","75525.0","yes the acceptancerejection method will be invalid for quasirandom numbers","comment"
"90936","","810906.0","+1 gungreinstatemonica glen_b when you write an omnibus test for significant differences between more than 2 proportions it is probably important to add the explicit qualifier in unblocked data the omnibus test for proportions across blocked data is cochrans q test https enwikipediaorg wiki cochran27s_q_test though you can use mcnemars test when you have only two blocks ie the data are paired just as there is vanilla anova and repeated measures anova for approximately normal data with vars there is chi 2 and cohrans q for binomial proportions","comment"
"407207","","761032.0","nickcox thanks sir ill have a look regarding the relative insignificance of normality lets consider homogeneity of variance or independence instead which are presumably much more important again hypothesis testing can only reject them and failure to reject is sometimes incorrectly interpreted as acceptance im curious to learn methods which can prove these properties","comment"
"114093","114078.0","","i would aggregate the data to weekly aggregate numbers assuming that great bad agents have some what consistent call center performance over the six months sometimes aggregating erases the effects of outliers before they can be classified as such this would account for shifts in performance across the total 6 month period as well when it comes to sampling using 80 of data points to develop model and 20 to validate would be a good start can adjust those numbers depending on how big a data set you are dealing with i utilize iowa state papers some times here is a good one on the basics pdf hope you have funupdate just so we are clear you are aggregating by week per customer service rep rightboth models dont fit good you can tell variable fits using the coefficients section of the results significant variables have the stars next to there p value more stars equals more significant typically and lower p value based on that none of your variables are actuallyits good that you are comparing the model vs actual results roc curves capture the model differences pretty well try running this and post what you getlibrary proc g roc admit prob data mydata plot g update its weekly aggregates population wise ie the attrite population and the active population didn do it agentwise because we will have cases when a agent leaves when he was at his peak performance but those are exceptional cases so i thought it would be better to compare the two populations please advise if thats not the correct way of thinking so aw1 is first weeks performance metric aggregates for attrites similarly naw1 is first weeks performance metric aggregates for nonattrites active agentsran the step fuction selects a formulabased model by aic on the bayesglm model and the results are as below aggregating all the agent results together will mean you essentially are over fitting to match the total population metrics and not the agents performance recommend that you tie in the agent level results you mentioned there being a chance that a great agent leaves unexpectedly but for a well run unit that should be a rarity also recommend you change model family parameter tofamily binomial link probit this should give you probability of default for each agent this would","post"
"306955","","","just a simple question regarding the properties of dirichlet distributionsuppose x_1 ldots x_k sim dir alpha_1 ldots alpha_k can we express the distribution for 1x_1 ldots 1x_k in terms alpha_1 ldots alpha_kim thinking about the follow form but not 100 sure 1x_1 ldots 1x_k sim dir sum_ialpha_ialpha_1 ldots sum_ialpha_ialpha_k","post"
"308676","","","python svm why is my gram matrix not positive definite","title"
"377385","","","using maximum of forecasted values to forecast maximum","title"
"89539","","175100.0","p schnell in confirmatory analysis you would determine a priori what terms to keep","comment"
"109279","","209939.0","so what is the general purpose of such a model im really new on this topic","comment"
"125345","","240740.0","to get the noiseonly model onto the stage i guess what youd have to do is make n_rm obj a model parameter and do inference on it youll need proper priors over the objectspecific parameters otherwise youll run into the jeffreyslindley thingy","comment"
"143998","","276773.0","questions on how do i do x using r are best asked at stackoverflow using the r tag http stackoverflowcom questions tagged r i tried recommending your question for migration but this apparently did not work out i assume our mods judged that your question would have been closed there soon as well since there is no reproducible example","comment"
"390957","","","i have a question about how to check if the relationship between the independent variable yt and the explanatory variables t and t2 is lineari fitted the linear regression with the autoregressive time series errors i","post"
"200731","","381516.0","you can start with this answer https statsstackexchangecom questions 121852 howtochoosebetweenttestornonparametrictestegwilcoxoninsmallsampl 123389#123389 as it discusses samplesize issues and robustness of ttests","comment"
"33077","","65473.0","zen yes of course i phrased that wrongly thanks for pointing that out","comment"
"333574","","631624.0","thanks about point 2 since this data is not normally distributed i can evaluate the variance using levene test","comment"
"300615","","571682.0","thank you sami was thinking along the second option too i was going to model the blue data on a curve and try to manipulate it to linearize in using ratios from the trendline in the orange dataspread i am just not awfully familiar techniques so i was trying to figure out what would an expert opinion suggest","comment"
"176718","","334799.0","thanks glen_b i just noticed that i couldnt delete it i am fairly new on se wrt answering and submitting questions hope this serves its purpose","comment"
"43871","","85397.0","if you check the options of libsvm you will see the wi option in your case 5544 64 64 85625 so if your label for failure is 0 and success is 1 then you can add the option w0 85625 to your libsvm command","comment"
"171592","","324245.0","user777 no im not interested in beta distribution","comment"
"34743","","69445.0","thanks statr i dont know an awful lot about stats i have looked at the mgf page if i understand its about expressions of the form e tx where x is a random vector but t is deterministic so in effect its an exponential of a sum of rvs as opposed to an exponential of products so not sure how to proceed from there","comment"
"74353","","145439.0","ttnphns three responses 1 i think i have shown the mechanism of suppression perfectly adequately with my figures the passage that you highlight is merely my suggestion about why people use the word suppression to describe this situation it is not at attempt to explain how suppression works that is what i do at length in the rest of the answer 2 z is never absent in either of these examples in both cases the true datagenerating regression model has effects of both x and z effects which are equal as you note so z is always present but omitted from the fitted","comment"
"124828","","237913.0","yoki they are not necessarily random in fact four of them are known to be skewed distributions possibly beta","comment"
"300024","","570149.0","my assumptions are based on this https statisticslaerdcom spsstutorials dichotomousmoderatoranalysisusingspssstatisticsphp should i then move the moderators to the first block is this what you are describing thank you","comment"
"273538","","","why doesnt the use of a forget gate in lstms cause vanishing dying gradients","title"
"40489","","79081.0","interesting idea to use survival analysis but i am not sure i think what one should do depende also on for what use is the resulting model to be put for instance if the use of the model is to provide some weights to use in some analysis then the logistic regression seem the way to go","comment"
"18895","","34166.0","i think the difference in dof for the chi2 should read the other way around full reduced","comment"
"161553","161545.0","","im not exactly familiar with the specific r functions but if theres a bonferroni correction i believe that is likely to be the explanation for example suppose you tested two hypotheses and got unadjusted p 06 06 the simplistic bonferroni adjustment would be 12 12 but since these are not valid probabilities it would truncate these to 10 and 10","post"
"256943","","490782.0","all my data is quantitative i added more detail to the question it seems something like pca would be more relevant","comment"
"94538","","184596.0","this isnt an answer but an extension of your question if youre seeking rspecific help thats offtopic here","comment"
"223160","","422233.0","can you post some of your data to give us a better idea of the data youre dealing with you can do something like head acrsci and add it to your question","comment"
"403092","403079.0","","must be some misunderstanding here order statistics can be estimatorsin some cases even best estimators several examples a maximum of uniform in sampling from mathsf unif 0 theta the maximum observation is mle for theta even if biased for example if n 10 and theta 5 then w x_ 10 max x_1 dots x_ 10 is mle and wprimefrac n+1 n whas e wprime theta 5 simulation illustrates thismxunb replicate 106 11max runif 10 0 5 mean mxunb 1 4999921 aprx e w 5 b sample minimum to estimate exponential mean in sampling from an exponential distribution the minimum observation can be used to estimate the mean although there are better estimators for example if we take a sample of 10 observations frommathsf exp mu 1 then v x_ 1 min x_1 dots x_ 10 then nv is an unbiased estimator of mumn replicate 106 10min rexp 10 1 mean mn 1 100015 # aprx population mean 1 c median of laplace in many situations the median observation can be used to estimate the population median for laplace data the median is mle and unbiasedexample if we take 9 observations from a laplace distributionwith mean and median eta 7 then the sample median h x_ 5 is mle and e h 7med replicate 106 median rexp 9 rexp 9 +7 mean med 1 7000467 # aprs e h 7note on simulation the difference of two independent exponential random variables with the same rate is laplace with median 0 d various percentiles quite generally the pth percentile except possibly for the min or max of a sample is a goodestimator of the pth percentile of the population from which the sample was taken the variability of the estimate is smallest in regions where the density is largest for small samples these estimates may beslightly biased depending on the convention for finding sample percentiles about a dozen slightly different conventions are in common use for nine of the most common see r documentation for quantile here is an illustration of using 40th percentiles of samples of size ten from a normal population to estimate the the 40th percentile of the populationq40 replicate 106 quantile rnorm 10 100 15 4 mean q40 qnorm 4 100 15 1 9664472 # aprx mean of sample 40th percentile 1 9619979 # exact 40th population percentile","post"
"59193","","114284.0","sorry that i did not clealy state my point i would like to extract the slope of the fitted function y x b+mx doing this for the given data set with the least squares method i obtain something like m023 with an error of delta m029 my problem is that the error is larger than the result is there another method to fit a straight line which maybe gives smaller errors","comment"
"345438","","652121.0","this is something i actually started to ponder as i wrote out my answer unfortunately i never tested this out but i think you could probably find a middle ground where both reach the same minimum at about the same speed","comment"
"410100","","","what is the distribution of the sum of a lognormal variable and a logistic variable","title"
"178708","","338581.0","take the extreme case where the two are perfectly correlated cor1 then removing either should lead to no performance degradation im not sure i understand your first three sentences or your last sentence for that matter i just had a guess at the meaning","comment"
"8075","","13255.0","i suppose that doing this for each age group in each region will provide me the samplesize i need","comment"
"10809","","18597.0","whuber i would say that the exponentially weighted regression is a very crude approximation for the particular model you have described but it could well be an exact solution to a different model for the model you describe it would be much better to include the heteroscedastic component due to variation in alpha t or assume that it has no variation and you are dealing with random intercept you are making it seem as though geometric weighting is always suboptimal which is isnt it depends on your prior information","comment"
"137569","137544.0","","so you are estimating an equation liketext use _ jit beta text rate _ jit + text quarter _t delta + text individual _igamma + epsilon_ ijt where text use _ jit is the usage of credit card j at time t owned by individual i and text quarter _t and text individual _i are sets of time and individual dummies you are worried that credit cards owned by the same individual have common shocks errors which makes sense let me give you a quick refresher on clustered standard errors and then i will address your question regarding the benefits of having group dummies to account for clusteringfor the moment forget about the time component for simplicity if you didnt include your individual dummies the error would be a composite of the individual error the group error and the card level error epsilon_ ij nu_ i + eta_ ij with such an error structure your intraclass correlation is then rho frac sigma2_nu sigma2_nu + sigma2_eta comparing the variances of the usual standard error and the clusterrobust standard error clustered at the individual level you would getfrac var clust widehat beta var ols widehat beta 1 + n1 rho which would tell you by how much the usual standard errors overestimate precision by ignoring the within group correlation see for instance slide 17 and 18 of these notes if you include individual dummies ie individual fixed effects this would address the problem in that case you cannot include any timeinvariant control variables at the individual level though this only works if your control variables are at an aggregate level here at the individual level for this see page 8 bullet point 3 in these notes however the usage of credit cards of the same individual is probably very highly correlated in this situation the individual dummies will take out too much information in which case it is better to not use those dummies but still the errors would need to be adjusted thats bullet point four in the same notes correcting the errors is easily done by estimating the usual clusterrobust standard errors clustering at the individual levelanother advantage of the clustered standard errors is the time component clustering at the individual level will not only allow for within individual correlation of the credit card usage it will also account for heteroscedasticity between individuals and it will correct for serial correlation given that you have a time component serial correlation may be an issue the error of an individual yesterday is likely to be correlated with the error of the same individual today simply because she is the same person with the same habits shocks etclong story short your way works under certain assumptions the more flexible standard error correction is to estimate clusterrobust standard errors","post"
"47795","","92821.0","this doesnt feel like a programming question but rather one about how to interpret the results of a logistic regression as such i think this is off topic for so i would suggest consulting a statistics textbook or even better a statistician","comment"
"427054","","796779.0","halvorsen thank you for pointing me in the direction of that other answer here is a link to a copy of my working data https githubcom ldurning species blob master ratiobacctxt","comment"
"403490","99171.0","","this paper may help you too improved sqrtcosine similarity measurement visit https journalofbigdataspringeropencom articles 101186 s4053701700836this paper explains why euclidean distance is not a good metric in high dimensional data and what is the best replacement for euclidean distance in high dimensional data euclidean distance is l2 norm and by decreasing the value of k in lk norm we can alleviate the problem of distance in high dimensional data you can find the references in this paper as well","post"
"26340","","48598.0","this is much more transparent than my derivation","comment"
"219793","","","for the question i previously posted here with a general question about elo ranking applied to a a bit weird sport from the ranking pov its a bit like marathon you can have up to n players but unlike ie chess your final ranking is based on single performance on your part and final result is based on the number assigned to your single performanceis it important kind ofi could represent this sport as n2 n pairs this sucks a bit because it makes a lot more important for your elo ranking to win massively populated tournaments than to win several small it may inflate ones ranking based on just onetime fantastic result that just happened to coincide with a massively populated runon the other hand one can take the average of all the results and make each tournament worth just like one tournament one run after all this however leads to small fluctuations of the ranking if the competitions are not really that common which is a case in my case you can offset it by big k parameter but that might lead to very volatile ranking also it feels that 2 competitor tournament shouldnt be worth just as much 20 people tournament after trying both of the above approaches i settled for the latter but with variable k each competition has k growing with the amount of competitors so 1 3 of k is static and 2 3 depends on the number of competitors this kind of looks ok okish maybe but i still have my doubtsand to the question how reasonably verify that youve chosen correct k value so far i just build a ranking plotted it and looked for something i found weird but that doesnt sound mathematical or maybe variable k is not good solutionim aware i can apply suggestion from here how to prove that elo rating or page ranking have a meaning for my set but thats not completely what im asking about","post"
"204839","","388837.0","you can make some arbitrary assumptions and do data imputation but for the sample data posted i dont see the need you do not loose an entire variable but yeah sure you will loose data","comment"
"112251","","215752.0","should answers be exact or approximate","comment"
"13083","","22797.0","sorry that was just lazinessi is the ntimes n identity matrix this is another way of writing multivariate normal its the same as writing 2 pi sigma2 to the power n 2","comment"
"121270","","231217.0","mathematically it is possible and very easy because adding linear constraints to a convex optimization problem preserves convexity we don t really have flexible free qp solver in r but we have good free lp solvers if ladlasso http webhkuhk gdli papers 2007jbes_20lad_lassopdf can solve your problem then add this info to your question because it is easy to do modify ladlasso in r to make it do what you want","comment"
"205515","204559.0","","i would agree with your assessment that there are no comprehensive benchmarks established for mcmc methods this is because every mcmc sampler has pros and cons and are extremely problem specific in a typical bayesian modeling setting you can run the same sampler with diverse mixing rates when the data is different i would go to the extent of saying that if in the future there comes out a comprehensive benchmark study of various mcmc samplers i would not trust the results to be applicable outside of the examples shownregarding the usage of ess to assess sampling quality it is worth mentioning that ess depends on the quantity that is to be estimated from the sample if you want to find the mean of the sample the ess obtained will be different from if you want to estimate the 25th quantile having said that if the quantity of interest is fixed ess is a reasonable way of comparing samplers maybe a better idea is ess per unit timeone flaw with ess is that for multivariate estimation problems ess returns an effective sample size for each component separately ignoring all crosscorrelations in the estimation process in this paper recently a multivariate ess has been proposed and implemented in r package mcmcsevia the function multiess it is unclear how this method compares to the ess of the coda package but at the very outset seems more reasonable than univariate ess methods","post"
"35719","","72114.0","and can any one suggest me which one is best attribute among these esidual standard error degrees of freedom multiple rsquared adjusted rsquared fstatistics or pvalues for choosing best model to choose the best model","comment"
"11741","","20270.0","thanks zach your minimum example count has been my best solution so far but it still feels a bit hacky","comment"
"83286","","620643.0","thank you for those comments namey i can only agree with the example indeed the whole point of my answer as emphasized in its first couple of sentences is to establish some principles and approaches that can be used to optimize an experimental design to meet a clearly articulated set of objectives i did not overlook your examplei simply hadnt the time energy or space on this site to write a treatise that would cover all such cases","comment"
"71676","","","say i have multiple tests on n data points for each i get a pvalue 0 p 1 if the null hypothesis is true i would expect that the distribution of pvalue to be uniform if however the empiric cdf is larger than the uniform diagonal text cdf p p eg there are 01 fraction of samples with pvalue below 001 etc i could use a ks test to test for the pvalue distribution to be far from uniform and thus conclude with one pvalue to the question are there significant point of data which deviates from the null hypothesisis the above methodology valid can you please give me a reference if not do you think this can be written as a method paper","post"
"9940","","","i have n standard normal and independent random variables x_i in reality i have a large known number of them but lets just say i have n in my experiment i want to on average get exactly 3 random variables x_i under a threshold c to get that i can compute c having that property easily because the average number of x_i that are under a threshold c is n phi c where phi is the cdf of the standard normal distributionso i choose c phi 1 3 n in this case which is a negative number for large n but unfortunately i already know the value of two other standard normal random variables y and z which may depend on each other and on any number of the other x_iso my question is if i know that y and z are under the threshold cphi 1 3 n is it then still true that on average at most a constant number of the other random variables x_i are under the threshold c so by knowing that y and z are under the threshold they cant suddenly make many of the other random variables go under it tooi am almost certain that they cant but i dont know how to prove it any hints are welcome or books where you think this might be in","post"
"176471","","334067.0","what is wrong with this derivation the likelihood factorises through this sufficient statistic and this is a regular exponential family","comment"
"48455","","94099.0","my guess is that mancova is a reasonable option for your situation","comment"
"30093","","58568.0","so i input them as logs to the algorithm within i convert them calculate the gradients and i return the log of the gradients","comment"
"45575","","88859.0","i would be glad to anyway this rule is in your course and i suppose nowhere else only your professors can tell you how they expect you to apply it we cant help just advice you that once the exam is over you must always keep a critical eye on the material youve been taught as it can contains some mistakes this happens unfortunately even to excellent teachers","comment"
"41005","","79977.0","if you apply it to past ega minimumvariance kalman filter and a minimumvariance smoother may be used to recover data of interest from noisy measurements the aforementioned techniques rely on onestepahead predictors so still prediction one step ahead the future","comment"
"91911","","180012.0","moving average that you mention was what i was going for with one variable i figured it out after a while partially thanks to you pointing out that its not cumulative but point probabilities gung oneupped this one with lowess","comment"
"326490","","619376.0","if you apply the same prior it means that you literally had not learned anything since you applied it first time you ran once how come didnt your beliefs change at all so you plug the same prior to different data thats the main issue with bayesian approach its conceptually inconsistent in most applications we dont search for the submarines everyday","comment"
"24856","","45322.0","andymckenzie i dont think thats possible but am not sure","comment"
"149051","","285519.0","that is right my answer is not complete","comment"
"301034","","","gradient descent to optimize regularization parameter lambda instead of doing grid search","title"
"249287","","474555.0","either one is possible depending on the model the only way to answer that question would be to refer to the paper","comment"
"434888","","810809.0","you should include the selfstudy tag","comment"
"82651","","","treatment of missing values introduced by padding lagged variables","title"
"132929","","252687.0","my comment is not up to standards for an answer if i find something more to contribute i will return with an answer proper","comment"
"226321","","","improve fit by trend adjustment","title"
"340384","","","structural equation models allow for estimation of complex networks including latent and observed variables and endogenous and exogenous factors when an sem is fit the model results are summarized in terms of a number of fit indices i assume these indices and their pvalues are variations of goodnessoffittests an overview is given by kenny here what measures is an sem capable of generating predicted values forthe site refers to a chi2 value but does not explain how it is generated when there is no clear single y in the model is every single variable in the model taken as an expectedobserved how is it possible for an sem to have a low r2 but perfect fit and what does perfect fit mean in this sense","post"
